"Initial_Population"
1
7.26315789473684
13.5263157894737
19.7894736842105
26.0526315789474
32.3157894736842
38.5789473684211
44.8421052631579
51.1052631578947
57.3684210526316
63.6315789473684
69.8947368421053
76.1578947368421
82.421052631579
88.6842105263158
94.9473684210526
101.210526315789
107.473684210526
113.736842105263
120
